customer_id,purchase_frequency,avg_order_value,total_revenue,customer_tenure_months,email_engagement_score,product_categories_purchased,avg_days_between_purchase,days_since_last_purchase,refund_rate,predicted_clv,clv_segment,segment_score
CUST00308,17,59.42,1010.14,33,0.44,2,10,15,0.172,3972.88,Loyal Customers,4
CUST00309,19,171.12,3251.28,4,0.59,2,9,10,0.05,7207.0,Champions,5
CUST00310,3,73.47,220.41,40,0.21,1,60,55,0.062,895.89,Promising,2
CUST00311,2,62.35,124.7,14,0.26,3,90,179,0.025,263.43,Need Attention,1
CUST00312,3,91.71,275.13,4,0.64,2,60,94,0.012,362.44,Need Attention,1
CUST00313,6,76.66,459.96,21,0.11,1,30,51,0.014,1700.7,Potential Loyalists,3
CUST00314,1,62.43,62.43,17,0.52,2,180,143,0.04,144.84,Need Attention,1
CUST00315,14,108.63,1520.82,4,0.81,3,12,22,0.004,3534.39,Loyal Customers,4
CUST00316,18,53.75,967.5,15,0.64,1,10,16,0.063,2946.28,Loyal Customers,4
CUST00317,10,123.14,1231.4,2,0.34,1,18,10,0.246,2011.7,Potential Loyalists,3
CUST00318,7,175.78,1230.46,25,0.31,2,25,13,0.023,4908.82,Loyal Customers,4
CUST00319,3,117.03,351.09,10,0.21,4,60,38,0.002,642.38,Promising,2
CUST00320,8,58.29,466.32,16,0.4,3,22,14,0.04,1492.22,Potential Loyalists,3
CUST00321,8,262.19,2097.52,1,0.4,3,22,4,0.082,4011.51,Loyal Customers,4
CUST00322,11,109.43,1203.73,6,0.92,2,16,4,0.002,3003.31,Loyal Customers,4
CUST00323,25,64.88,1622.0,3,0.63,3,7,12,0.048,3474.32,Loyal Customers,4
CUST00324,4,33.08,132.32,26,0.18,2,45,41,0.032,405.6,Need Attention,1
CUST00325,5,182.97,914.85,28,0.55,1,36,8,0.041,3801.81,Loyal Customers,4
CUST00326,21,52.31,1098.51,29,0.41,1,8,2,0.079,4468.46,Loyal Customers,4
CUST00327,8,226.13,1809.04,4,0.51,2,22,38,0.015,4157.78,Loyal Customers,4
CUST00328,3,94.42,283.26,15,0.14,3,60,62,0.026,620.76,Promising,2
CUST00329,3,88.33,264.99,11,0.33,2,60,65,0.044,485.55,Need Attention,1
CUST00330,2,70.85,141.7,3,0.22,4,90,136,0.027,172.34,Need Attention,1
CUST00331,1,117.88,117.88,72,0.14,1,180,41,0.034,797.1,Promising,2
CUST00332,2,94.74,189.48,29,0.47,2,90,15,0.051,614.37,Promising,2
CUST00333,10,35.61,356.1,44,0.77,3,18,33,0.026,1965.43,Potential Loyalists,3
CUST00334,3,82.0,246.0,19,0.54,2,60,11,0.019,623.43,Promising,2
CUST00335,2,73.37,146.74,13,0.29,1,90,48,0.058,287.98,Need Attention,1
CUST00336,1,59.64,59.64,3,0.44,2,180,18,0.068,69.48,Need Attention,1
CUST00337,6,97.38,584.28,8,0.82,1,30,39,0.018,1530.03,Potential Loyalists,3
CUST00338,2,135.08,270.16,9,0.15,4,90,18,0.031,458.12,Need Attention,1
CUST00339,9,97.85,880.65,1,0.53,1,20,16,0.158,1544.81,Potential Loyalists,3
CUST00340,13,108.88,1415.44,8,0.39,4,13,13,0.006,3751.86,Loyal Customers,4
CUST00341,6,20.0,120.0,17,0.41,1,30,8,0.173,339.07,Need Attention,1
CUST00342,2,149.39,298.78,7,0.15,4,90,146,0.025,461.24,Need Attention,1
CUST00343,2,85.94,171.88,13,0.23,4,90,64,0.055,338.39,Need Attention,1
CUST00344,1,256.73,256.73,9,0.3,1,180,149,0.004,447.48,Need Attention,1
CUST00345,5,233.5,1167.5,18,0.69,1,36,6,0.025,3984.09,Loyal Customers,4
CUST00346,5,20.1,100.5,1,0.56,1,36,11,0.054,198.07,Need Attention,1
CUST00347,5,166.35,831.75,10,0.48,1,36,54,0.006,2342.49,Potential Loyalists,3
CUST00348,1,96.71,96.71,12,0.21,1,180,169,0.086,176.79,Need Attention,1
CUST00349,3,20.0,60.0,6,0.24,2,60,75,0.022,88.02,Need Attention,1
CUST00350,7,168.03,1176.21,2,0.66,5,25,37,0.014,2512.78,Loyal Customers,4
CUST00351,4,36.0,144.0,1,0.12,3,45,67,0.078,143.83,Need Attention,1
CUST00352,5,55.85,279.25,13,0.98,5,36,41,0.009,853.27,Promising,2
CUST00353,19,204.56,3886.64,2,0.2,3,9,9,0.005,8378.95,Champions,5
CUST00354,1,135.28,135.28,4,0.27,2,180,53,0.043,172.62,Need Attention,1
CUST00355,5,76.92,384.6,103,0.68,2,36,41,0.017,4001.15,Loyal Customers,4
CUST00356,3,132.2,396.6,10,0.39,3,60,31,0.021,711.83,Promising,2
CUST00357,4,157.86,631.44,10,0.41,4,45,34,0.047,1103.23,Potential Loyalists,3
CUST00358,2,55.19,110.38,3,0.43,1,90,102,0.005,137.29,Need Attention,1
CUST00359,1,58.47,58.47,1,0.34,1,180,34,0.009,62.77,Need Attention,1
CUST00360,11,191.62,2107.82,28,0.29,1,16,20,0.123,8010.42,Champions,5
CUST00361,2,90.03,180.06,28,0.08,2,90,118,0.023,586.4,Promising,2
CUST00362,5,136.42,682.1,18,0.51,3,36,41,0.019,2341.99,Potential Loyalists,3
CUST00363,4,195.23,780.92,19,0.33,3,45,10,0.084,1847.92,Potential Loyalists,3
CUST00364,2,73.44,146.88,13,0.21,2,90,3,0.007,303.86,Need Attention,1
CUST00365,1,71.78,71.78,18,0.16,3,180,118,0.013,177.12,Need Attention,1
CUST00366,4,72.53,290.12,4,0.29,2,45,80,0.045,369.42,Need Attention,1
CUST00367,7,146.95,1028.65,5,0.79,2,25,37,0.099,2239.8,Potential Loyalists,3
CUST00368,22,45.98,1011.56,6,0.44,2,8,4,0.035,2440.39,Potential Loyalists,3
CUST00369,3,63.06,189.18,12,0.25,4,60,10,0.065,353.77,Need Attention,1
CUST00370,1,170.56,170.56,38,0.19,3,180,138,0.023,694.32,Promising,2
CUST00371,4,39.61,158.44,2,0.55,1,45,28,0.004,184.11,Need Attention,1
CUST00372,1,256.6,256.6,36,0.17,2,180,130,0.012,1014.08,Potential Loyalists,3
CUST00373,1,98.2,98.2,19,0.4,4,180,68,0.094,229.84,Need Attention,1
CUST00374,5,75.71,378.55,8,0.97,3,36,17,0.058,950.92,Promising,2
CUST00375,13,68.79,894.27,4,0.14,1,13,12,0.071,1938.48,Potential Loyalists,3
CUST00376,4,107.54,430.16,11,0.08,1,45,9,0.065,770.88,Promising,2
CUST00377,2,47.55,95.1,4,0.46,2,90,63,0.096,114.63,Need Attention,1
CUST00378,10,82.25,822.5,6,0.7,1,18,24,0.047,1959.61,Potential Loyalists,3
CUST00379,14,79.7,1115.8,11,0.78,4,12,10,0.114,2883.41,Loyal Customers,4
CUST00380,2,39.13,78.26,1,0.1,2,90,41,0.03,82.24,Need Attention,1
CUST00381,9,99.29,893.61,2,0.73,2,20,29,0.14,1665.09,Potential Loyalists,3
CUST00382,6,70.91,425.46,2,0.5,3,30,54,0.027,896.94,Promising,2
CUST00383,6,106.42,638.52,21,0.65,1,30,35,0.049,2277.12,Potential Loyalists,3
CUST00384,12,62.27,747.24,4,0.91,2,15,23,0.084,1597.1,Potential Loyalists,3
CUST00385,1,73.94,73.94,20,0.07,1,180,78,0.027,191.85,Need Attention,1
CUST00386,3,89.64,268.92,7,0.27,5,60,79,0.011,421.11,Need Attention,1
CUST00387,19,227.5,4322.5,100,0.63,2,9,17,0.062,41896.55,Champions,5
CUST00388,3,159.18,477.54,11,0.08,2,60,2,0.021,896.06,Promising,2
CUST00389,7,136.86,958.02,7,0.73,2,25,43,0.069,2304.12,Potential Loyalists,3
CUST00390,2,207.7,415.4,18,0.29,2,90,142,0.039,998.0,Promising,2
CUST00391,3,45.55,136.65,14,0.19,3,60,39,0.04,284.23,Need Attention,1
CUST00392,1,274.05,274.05,11,0.39,1,180,170,0.002,524.21,Promising,2
CUST00393,6,119.62,717.72,4,0.69,3,30,7,0.024,1634.49,Potential Loyalists,3
CUST00394,5,72.99,364.95,4,0.47,4,36,18,0.018,836.22,Promising,2
CUST00395,6,43.6,261.6,7,0.38,1,30,17,0.002,674.45,Promising,2
CUST00396,1,58.03,58.03,59,0.21,3,180,30,0.006,341.28,Need Attention,1
CUST00397,1,45.15,45.15,12,0.67,4,180,28,0.09,82.17,Need Attention,1
CUST00398,6,203.88,1223.28,46,0.95,1,30,48,0.053,6757.6,Champions,5
CUST00399,2,117.46,234.92,1,0.37,2,90,142,0.064,238.21,Need Attention,1
CUST00400,2,241.3,482.6,12,0.15,3,90,40,0.026,940.1,Promising,2
CUST00401,2,58.61,117.22,4,0.5,1,90,70,0.001,156.14,Need Attention,1
CUST00402,3,65.98,197.94,8,0.74,2,60,37,0.007,327.59,Need Attention,1
CUST00403,3,106.52,319.56,24,0.08,2,60,78,0.083,879.11,Promising,2
CUST00404,1,88.82,88.82,4,0.23,2,180,54,0.077,109.31,Need Attention,1
CUST00405,56,204.8,11468.8,1,0.74,1,5,6,0.047,22770.35,Champions,5
CUST00406,16,141.17,2258.72,11,0.4,4,11,7,0.088,6008.2,Champions,5
CUST00407,11,81.62,897.82,45,0.89,2,16,17,0.009,5116.0,Champions,5
CUST00408,3,246.46,739.38,1,0.49,2,60,65,0.089,729.71,Promising,2
CUST00409,3,99.51,298.53,13,0.37,3,60,63,0.06,584.62,Promising,2
CUST00410,9,36.59,329.31,4,0.64,4,20,17,0.029,746.11,Promising,2
CUST00411,5,59.99,299.95,3,0.3,3,36,7,0.013,666.11,Promising,2
CUST00412,3,68.52,205.56,3,0.19,1,60,12,0.054,243.07,Need Attention,1
CUST00413,22,97.68,2148.96,1,0.55,2,8,14,0.032,4333.74,Loyal Customers,4
CUST00414,6,113.16,678.96,12,0.45,2,30,54,0.003,2030.77,Potential Loyalists,3
CUST00415,10,79.02,790.2,15,0.89,4,18,18,0.018,2521.92,Loyal Customers,4
CUST00416,3,58.4,175.2,7,0.55,2,60,6,0.22,216.37,Need Attention,1
CUST00417,22,73.28,1612.16,11,0.55,2,8,1,0.002,4692.73,Loyal Customers,4
CUST00418,3,157.89,473.67,1,0.51,5,60,43,0.05,487.49,Need Attention,1
CUST00419,5,46.8,234.0,3,0.62,2,36,17,0.034,508.6,Promising,2
CUST00420,2,77.1,154.2,7,0.32,2,90,164,0.026,237.8,Need Attention,1
CUST00421,6,30.5,183.0,1,0.37,2,30,17,0.057,359.52,Need Attention,1
CUST00422,14,62.43,874.02,6,0.22,3,12,6,0.045,2086.72,Potential Loyalists,3
CUST00423,2,136.89,273.78,9,0.06,4,90,114,0.006,476.24,Need Attention,1
CUST00424,5,54.51,272.55,37,0.77,1,36,71,0.128,1208.12,Potential Loyalists,3
CUST00425,3,29.01,87.03,4,0.52,1,60,91,0.004,115.58,Need Attention,1
CUST00426,1,26.76,26.76,8,0.26,2,180,110,0.033,43.13,Need Attention,1
CUST00427,10,105.35,1053.5,4,0.75,4,18,36,0.002,2453.25,Potential Loyalists,3
CUST00428,13,185.67,2413.71,1,0.41,1,13,1,0.033,4862.62,Loyal Customers,4
CUST00429,8,107.36,858.88,8,0.61,4,22,8,0.066,2139.18,Potential Loyalists,3
CUST00430,1,98.76,98.76,6,0.27,3,180,20,0.021,145.03,Need Attention,1
CUST00431,10,157.46,1574.6,27,0.51,3,18,10,0.043,6404.29,Champions,5
CUST00432,1,158.33,158.33,10,0.44,1,180,140,0.041,278.37,Need Attention,1
CUST00433,2,45.05,90.1,3,0.12,3,90,10,0.005,112.06,Need Attention,1
CUST00434,7,108.25,757.75,3,0.46,2,25,24,0.002,1701.53,Potential Loyalists,3
CUST00435,5,114.17,570.85,1,0.8,1,36,71,0.008,1179.76,Potential Loyalists,3
CUST00436,11,107.47,1182.17,4,0.61,1,16,10,0.003,2750.12,Loyal Customers,4
CUST00437,3,127.17,381.51,7,0.39,3,60,56,0.022,590.77,Promising,2
CUST00438,13,52.44,681.72,3,0.6,5,13,5,0.003,1529.27,Potential Loyalists,3
CUST00439,11,111.2,1223.2,3,0.54,3,16,3,0.031,2666.88,Loyal Customers,4
CUST00440,2,101.52,203.04,16,0.34,3,90,79,0.087,432.54,Need Attention,1
CUST00441,1,45.62,45.62,12,0.1,2,180,94,0.029,88.59,Need Attention,1
CUST00442,10,123.67,1236.7,5,0.41,1,18,3,0.005,2973.75,Loyal Customers,4
CUST00443,7,135.39,947.73,1,0.45,1,25,23,0.011,1952.72,Potential Loyalists,3
CUST00444,5,61.83,309.15,9,0.76,2,36,27,0.002,848.46,Promising,2
CUST00445,13,273.04,3549.52,20,0.87,3,13,22,0.097,11752.46,Champions,5
CUST00446,1,119.04,119.04,58,0.36,3,180,64,0.079,639.54,Promising,2
CUST00447,1,169.41,169.41,2,0.36,4,180,171,0.014,194.88,Need Attention,1
CUST00448,4,238.25,953.0,2,0.29,2,45,14,0.021,1088.48,Potential Loyalists,3
CUST00449,1,39.98,39.98,1,0.28,3,180,91,0.114,38.37,Need Attention,1
CUST00450,4,120.72,482.88,10,0.39,1,45,72,0.007,879.08,Promising,2
CUST00451,3,110.66,331.98,12,0.08,3,60,114,0.073,615.49,Promising,2
CUST00452,10,84.24,842.4,30,0.56,5,18,27,0.209,2998.52,Loyal Customers,4
CUST00453,8,61.4,491.2,11,0.33,2,22,40,0.025,1396.85,Potential Loyalists,3
CUST00454,5,84.03,420.15,3,0.66,3,36,20,0.016,930.21,Promising,2
CUST00455,4,75.17,300.68,3,0.26,3,45,31,0.008,372.84,Need Attention,1
CUST00456,3,116.81,350.43,4,0.09,5,60,111,0.145,399.49,Need Attention,1
CUST00457,2,75.23,150.46,20,0.2,3,90,42,0.031,388.79,Need Attention,1
CUST00458,3,81.18,243.54,18,0.3,3,60,103,0.007,604.59,Promising,2
CUST00459,2,101.27,202.54,15,0.48,3,90,46,0.071,423.36,Need Attention,1
CUST00460,1,46.75,46.75,7,0.18,2,180,106,0.026,72.1,Need Attention,1
CUST00461,2,44.58,89.16,87,0.23,2,90,7,0.055,695.11,Promising,2
CUST00462,2,60.32,120.64,4,0.38,4,90,46,0.062,150.88,Need Attention,1
CUST00463,1,37.38,37.38,33,0.25,4,180,86,0.054,132.61,Need Attention,1
CUST00464,3,39.03,117.09,8,0.07,5,60,101,0.032,188.91,Need Attention,1
CUST00465,31,55.71,1727.01,7,0.19,1,5,7,0.025,4349.91,Loyal Customers,4
CUST00466,6,53.86,323.16,9,0.62,3,30,52,0.089,809.6,Promising,2
CUST00467,9,104.67,942.03,7,0.37,1,20,16,0.013,2401.94,Potential Loyalists,3
CUST00468,1,42.59,42.59,6,0.26,3,180,69,0.014,62.99,Need Attention,1
CUST00469,8,127.33,1018.64,16,0.61,4,22,11,0.003,3385.28,Loyal Customers,4
CUST00470,6,125.03,750.18,15,0.51,1,30,51,0.038,2345.44,Potential Loyalists,3
CUST00471,8,96.26,770.08,24,0.95,1,22,7,0.036,2969.43,Loyal Customers,4
CUST00472,4,233.48,933.92,13,0.12,5,45,49,0.029,1889.24,Potential Loyalists,3
CUST00473,1,137.13,137.13,15,0.33,2,180,10,0.04,296.2,Need Attention,1
CUST00474,2,78.14,156.28,6,0.17,3,90,121,0.018,230.2,Need Attention,1
CUST00475,8,105.29,842.32,25,0.78,3,22,15,0.004,3425.72,Loyal Customers,4
CUST00476,4,132.6,530.4,9,0.52,4,45,26,0.056,876.22,Promising,2
CUST00477,53,74.94,3971.82,18,0.66,4,5,8,0.019,13637.24,Champions,5
CUST00478,1,71.42,71.42,8,0.5,5,180,90,0.02,116.65,Need Attention,1
CUST00479,3,34.55,103.65,4,0.37,2,60,40,0.044,132.12,Need Attention,1
CUST00480,3,115.46,346.38,6,0.33,1,60,106,0.036,500.87,Promising,2
CUST00481,4,104.04,416.16,9,0.29,2,45,30,0.041,698.42,Promising,2
CUST00482,4,220.06,880.24,4,0.12,1,45,29,0.001,1172.48,Potential Loyalists,3
CUST00483,8,82.68,661.44,28,0.82,3,22,2,0.01,2837.58,Loyal Customers,4
CUST00484,36,78.13,2812.68,10,0.55,4,5,4,0.007,7913.48,Champions,5
CUST00485,2,40.03,80.06,8,0.08,2,90,103,0.035,128.76,Need Attention,1
CUST00486,2,66.95,133.9,21,0.08,1,90,85,0.047,350.92,Need Attention,1
CUST00487,2,119.73,239.46,16,0.18,4,90,72,0.056,527.45,Promising,2
CUST00488,1,32.71,32.71,8,0.34,4,180,18,0.011,53.92,Need Attention,1
CUST00489,1,71.95,71.95,17,0.5,1,180,72,0.188,141.19,Need Attention,1
CUST00490,14,29.47,412.58,10,0.56,3,12,12,0.1,1052.08,Potential Loyalists,3
CUST00491,20,108.11,2162.2,16,0.68,2,9,17,0.008,7149.67,Champions,5
CUST00492,4,77.62,310.48,77,0.45,4,45,52,0.008,2284.3,Potential Loyalists,3
CUST00493,4,188.29,753.16,24,0.04,2,45,87,0.017,2221.07,Potential Loyalists,3
CUST00494,6,68.46,410.76,41,0.61,2,30,54,0.194,1793.31,Potential Loyalists,3
CUST00495,3,48.53,145.59,7,0.34,3,60,69,0.016,226.83,Need Attention,1
CUST00496,2,20.0,40.0,5,0.65,4,90,85,0.031,54.91,Need Attention,1
CUST00497,1,153.28,153.28,12,0.13,3,180,8,0.028,297.98,Need Attention,1
CUST00498,2,78.67,157.34,3,0.01,3,90,30,0.005,195.69,Need Attention,1
CUST00499,1,73.84,73.84,18,0.11,2,180,67,0.132,160.23,Need Attention,1
CUST00500,2,91.21,182.42,19,0.56,3,90,46,0.002,470.31,Need Attention,1
CUST00501,3,34.48,103.44,87,0.1,3,60,75,0.028,829.49,Promising,2
CUST00502,5,154.61,773.05,5,0.3,3,36,34,0.019,1832.71,Potential Loyalists,3
CUST00503,3,55.27,165.81,20,0.43,2,60,5,0.133,383.35,Need Attention,1
CUST00504,3,106.86,320.58,6,0.31,2,60,14,0.09,437.59,Need Attention,1
CUST00505,3,40.26,120.78,18,0.21,1,60,77,0.015,297.42,Need Attention,1
CUST00506,2,153.5,307.0,44,0.36,3,90,112,0.032,1386.82,Potential Loyalists,3
CUST00507,4,47.39,189.56,23,0.16,5,45,45,0.024,539.61,Promising,2
CUST00508,3,39.05,117.15,49,0.28,4,60,94,0.019,584.2,Promising,2
CUST00509,4,137.51,550.04,29,0.24,4,45,41,0.035,1813.53,Potential Loyalists,3
CUST00510,1,67.47,67.47,114,0.42,2,180,112,0.085,648.22,Promising,2
CUST00511,9,74.06,666.54,3,0.4,1,20,39,0.004,1493.72,Potential Loyalists,3
CUST00512,8,116.93,935.44,20,0.59,4,22,33,0.072,3182.99,Loyal Customers,4
CUST00513,2,69.76,139.52,25,0.2,1,90,30,0.003,428.9,Need Attention,1
CUST00514,1,352.66,352.66,3,0.4,2,180,99,0.004,439.06,Need Attention,1
CUST00515,61,28.26,1723.86,4,0.78,3,5,10,0.028,3909.71,Loyal Customers,4
CUST00516,2,70.19,140.38,3,0.2,3,90,49,0.0,175.47,Need Attention,1
CUST00517,2,56.12,112.24,2,0.39,1,90,66,0.063,122.7,Need Attention,1
CUST00518,1,125.66,125.66,4,0.06,3,180,12,0.017,164.7,Need Attention,1
CUST00519,2,164.03,328.06,103,0.04,1,90,112,0.006,3125.04,Loyal Customers,4
CUST00520,4,111.75,447.0,14,0.36,2,45,1,0.065,905.55,Promising,2
CUST00521,1,198.83,198.83,10,0.38,3,180,134,0.024,355.77,Need Attention,1
CUST00522,2,38.91,77.82,30,0.22,3,90,138,0.061,255.76,Need Attention,1
CUST00523,4,152.39,609.56,7,0.25,4,45,88,0.022,943.9,Promising,2
CUST00524,2,55.11,110.22,2,0.27,2,90,172,0.062,120.62,Need Attention,1
CUST00525,6,60.64,363.84,14,0.73,1,30,13,0.007,1144.09,Potential Loyalists,3
CUST00526,10,195.28,1952.8,120,0.3,3,18,24,0.001,23410.17,Champions,5
CUST00527,1,135.14,135.14,3,0.2,2,180,111,0.069,157.27,Need Attention,1
CUST00528,1,36.68,36.68,3,0.48,3,180,18,0.111,40.76,Need Attention,1
CUST00529,3,106.74,320.22,11,0.16,2,60,86,0.048,584.29,Promising,2
CUST00530,1,60.7,60.7,6,0.08,1,180,85,0.032,88.14,Need Attention,1
CUST00531,5,34.27,171.35,4,0.21,2,36,41,0.105,357.84,Need Attention,1
CUST00532,1,66.19,66.19,4,0.16,3,180,170,0.014,87.02,Need Attention,1
CUST00533,2,105.27,210.54,8,0.28,2,90,32,0.057,330.9,Need Attention,1
CUST00534,6,65.12,390.72,22,0.51,5,30,47,0.018,1470.8,Potential Loyalists,3
CUST00535,1,78.13,78.13,6,0.22,3,180,77,0.003,116.84,Need Attention,1
CUST00536,4,213.81,855.24,6,0.16,2,45,65,0.138,1105.83,Potential Loyalists,3
CUST00537,7,64.44,451.08,5,0.4,2,25,20,0.117,962.57,Promising,2
CUST00538,3,48.52,145.56,3,0.48,1,60,86,0.022,177.95,Need Attention,1
CUST00539,4,98.46,393.84,2,0.46,5,45,53,0.004,457.64,Need Attention,1
CUST00540,2,35.01,70.02,12,0.14,2,90,84,0.09,127.44,Need Attention,1
CUST00541,2,65.75,131.5,4,0.47,4,90,104,0.149,149.21,Need Attention,1
CUST00542,1,70.97,70.97,1,0.4,4,180,179,0.067,71.73,Need Attention,1
CUST00543,2,31.05,62.1,4,0.3,1,90,76,0.065,77.42,Need Attention,1
CUST00544,1,65.68,65.68,4,0.1,2,180,142,0.127,76.45,Need Attention,1
CUST00545,5,38.7,193.5,5,0.41,2,36,17,0.004,465.75,Need Attention,1
CUST00546,1,76.6,76.6,8,0.47,1,180,50,0.039,122.69,Need Attention,1
CUST00547,3,66.68,200.04,7,0.44,3,60,54,0.211,249.9,Need Attention,1
CUST00548,7,83.92,587.44,2,0.79,2,25,43,0.009,1261.33,Potential Loyalists,3
CUST00549,3,60.89,182.67,1,0.45,1,60,49,0.033,191.36,Need Attention,1
CUST00550,5,107.06,535.3,4,0.34,3,36,23,0.055,1180.34,Potential Loyalists,3
CUST00551,13,36.18,470.34,14,0.6,1,13,20,0.02,1459.62,Potential Loyalists,3
CUST00552,2,151.02,302.04,9,0.09,3,90,146,0.04,507.43,Promising,2
CUST00553,3,403.65,1210.95,3,0.17,2,60,39,0.12,1332.04,Potential Loyalists,3
CUST00554,20,22.45,449.0,27,0.85,2,9,13,0.057,1799.48,Potential Loyalists,3
CUST00555,4,37.69,150.76,9,0.67,4,45,71,0.031,255.65,Need Attention,1
CUST00556,27,103.37,2790.99,5,0.66,1,6,1,0.025,6576.27,Champions,5
CUST00557,2,101.09,202.18,2,0.2,2,90,78,0.046,225.03,Need Attention,1
CUST00558,32,78.24,2503.68,1,0.84,3,5,5,0.078,4809.15,Loyal Customers,4
CUST00559,6,76.25,457.5,10,0.59,3,30,14,0.121,1139.4,Potential Loyalists,3
CUST00560,4,39.23,156.92,10,0.14,2,45,56,0.004,286.54,Need Attention,1
CUST00561,6,82.08,492.48,6,0.3,4,30,51,0.063,1153.63,Potential Loyalists,3
CUST00562,6,67.89,407.34,11,0.75,3,30,38,0.06,1116.79,Potential Loyalists,3
CUST00563,9,64.35,579.15,1,0.54,3,20,39,0.051,1145.03,Potential Loyalists,3
CUST00564,1,75.39,75.39,8,0.04,2,180,168,0.221,97.88,Need Attention,1
CUST00565,4,37.07,148.28,5,0.11,3,45,42,0.02,205.86,Need Attention,1
CUST00566,12,311.69,3740.28,32,0.03,3,15,15,0.093,15831.36,Champions,5
CUST00567,1,73.33,73.33,3,0.33,2,180,114,0.087,83.69,Need Attention,1
CUST00568,2,57.14,114.28,2,0.15,4,90,114,0.117,117.73,Need Attention,1
CUST00569,3,57.56,172.68,8,0.43,2,60,87,0.032,278.59,Need Attention,1
CUST00570,6,150.05,900.3,32,0.56,1,30,14,0.067,3919.91,Loyal Customers,4
CUST00571,6,69.72,418.32,14,0.7,3,30,33,0.029,1286.26,Potential Loyalists,3
CUST00572,7,48.41,338.87,6,0.16,1,25,31,0.028,823.45,Promising,2
CUST00573,2,76.04,152.08,16,0.63,2,90,44,0.015,349.53,Need Attention,1
CUST00574,6,141.59,849.54,2,0.62,3,30,43,0.009,1824.1,Potential Loyalists,3
CUST00575,7,73.78,516.46,5,0.95,1,25,6,0.179,1024.7,Potential Loyalists,3
CUST00576,2,294.31,588.62,1,0.58,3,90,73,0.015,628.11,Promising,2
CUST00577,4,136.84,547.36,2,0.12,4,45,66,0.034,616.87,Promising,2
CUST00578,56,21.45,1201.2,6,0.26,1,5,10,0.033,2903.9,Loyal Customers,4
CUST00579,7,60.97,426.79,12,0.29,2,25,22,0.039,1230.44,Potential Loyalists,3
CUST00580,1,109.63,109.63,12,0.34,1,180,24,0.044,209.61,Need Attention,1
CUST00581,2,100.05,200.1,2,0.12,1,90,61,0.142,200.3,Need Attention,1
CUST00582,23,51.02,1173.46,1,0.84,3,7,11,0.035,2359.14,Potential Loyalists,3
CUST00583,1,63.13,63.13,12,0.22,2,180,80,0.041,121.08,Need Attention,1
CUST00584,2,131.18,262.36,3,0.78,2,90,58,0.059,308.6,Need Attention,1
CUST00585,3,30.68,92.04,5,0.19,2,60,104,0.007,129.48,Need Attention,1
CUST00586,1,188.04,188.04,14,0.62,2,180,51,0.015,401.31,Need Attention,1
CUST00587,1,245.52,245.52,4,0.11,2,180,38,0.025,319.18,Need Attention,1
CUST00588,13,231.2,3005.6,25,0.52,2,13,1,0.042,11757.41,Champions,5
CUST00589,3,170.05,510.15,3,0.54,2,60,6,0.145,545.22,Promising,2
CUST00590,4,95.22,380.88,1,0.1,4,45,32,0.009,408.91,Need Attention,1
CUST00591,8,94.56,756.48,1,0.43,2,22,31,0.017,1549.21,Potential Loyalists,3
CUST00592,3,65.26,195.78,162,0.21,2,60,79,0.071,2637.25,Loyal Customers,4
CUST00593,4,35.64,142.56,14,0.53,1,45,10,0.005,307.34,Need Attention,1
CUST00594,8,65.59,524.72,11,0.71,2,22,30,0.007,1519.72,Potential Loyalists,3
CUST00595,15,97.08,1456.2,21,0.76,4,12,14,0.002,5449.83,Champions,5
CUST00596,4,71.74,286.96,2,0.17,3,45,81,0.047,319.05,Need Attention,1
CUST00597,26,113.95,2962.7,44,0.43,1,6,10,0.166,14001.72,Champions,5
CUST00598,10,43.21,432.1,12,0.23,3,18,13,0.027,1261.3,Potential Loyalists,3
CUST00599,1,64.79,64.79,7,0.65,5,180,179,0.032,99.3,Need Attention,1
CUST00600,1,103.11,103.11,10,0.57,3,180,99,0.027,183.93,Need Attention,1
CUST00601,3,96.54,289.62,26,0.08,2,60,64,0.017,901.54,Promising,2
CUST00602,5,292.32,1461.6,4,0.31,3,36,52,0.027,3318.32,Loyal Customers,4
CUST00603,4,70.12,280.48,9,0.4,4,45,32,0.028,477.1,Need Attention,1
CUST00604,10,99.06,990.6,52,0.86,2,18,10,0.004,6248.7,Champions,5
CUST00605,2,173.87,347.74,21,0.22,4,90,168,0.049,909.43,Promising,2
CUST00606,1,196.65,196.65,18,0.31,4,180,177,0.002,490.64,Need Attention,1
CUST00607,3,35.56,106.68,11,0.22,1,60,1,0.026,199.15,Need Attention,1
CUST00608,19,413.63,7858.97,18,0.75,1,9,4,0.06,25856.01,Champions,5
CUST00609,36,53.71,1933.56,15,0.7,1,5,7,0.025,6126.97,Champions,5
CUST00610,2,152.92,305.84,14,0.06,3,90,57,0.02,649.4,Promising,2
CUST00611,5,64.82,324.1,58,0.83,2,36,23,0.1,1993.21,Potential Loyalists,3
CUST00612,1,180.5,180.5,1,0.24,1,180,179,0.03,189.68,Need Attention,1
CUST00613,2,53.39,106.78,18,0.52,2,90,133,0.135,230.91,Need Attention,1
CUST00614,1,153.55,153.55,2,0.03,2,180,119,0.042,171.62,Need Attention,1
CUST00615,3,40.76,122.28,12,0.11,2,60,7,0.114,216.68,Need Attention,1
CUST00616,2,84.69,169.38,33,0.24,1,90,143,0.014,626.28,Promising,2
