session_id,customer_id,current_product_id,current_category,current_price,prev_product_1,prev_product_2,prev_product_3,products_in_cart,device_type,traffic_source,time_on_page_sec,scroll_depth,clicked_product_image,session_length_mins,products_viewed_count,recommendation_clicked
SESS000207,CUST02482,PROD0156,Electronics,101.16,PROD0192,PROD0184,PROD0030,0,Mobile,Organic,194,0.85,1,13,5,1
SESS000208,CUST00671,PROD0080,Electronics,27.72,PROD0028,PROD0149,NONE,0,Mobile,Paid,237,0.46,0,42,3,0
SESS000209,CUST00106,PROD0080,Electronics,27.72,PROD0148,PROD0174,PROD0097,2,Mobile,Organic,196,0.73,1,39,7,1
SESS000210,CUST01625,PROD0184,Books,62.36,PROD0051,PROD0020,NONE,0,Mobile,Paid,113,0.65,0,44,3,0
SESS000211,CUST02426,PROD0177,Books,195.76,NONE,NONE,NONE,1,Tablet,Direct,162,0.33,0,8,1,0
SESS000212,CUST02570,PROD0063,Home,30.68,NONE,NONE,NONE,0,Desktop,Organic,86,0.18,0,30,1,0
SESS000213,CUST00418,PROD0179,Electronics,18.27,NONE,NONE,NONE,2,Desktop,Paid,289,0.71,0,15,1,1
SESS000214,CUST01236,PROD0176,Books,37.06,NONE,NONE,NONE,0,Mobile,Social,263,0.75,0,9,1,0
SESS000215,CUST02460,PROD0031,Home,10.64,PROD0145,NONE,NONE,0,Mobile,Paid,272,0.37,0,40,2,0
SESS000216,CUST00169,PROD0089,Clothing,90.75,NONE,NONE,NONE,1,Mobile,Organic,298,0.86,1,31,1,1
SESS000217,CUST02183,PROD0110,Electronics,41.49,PROD0170,NONE,NONE,0,Desktop,Organic,292,0.84,1,38,2,0
SESS000218,CUST01518,PROD0018,Sports,57.59,PROD0130,NONE,NONE,0,Mobile,Organic,122,0.74,1,32,2,1
SESS000219,CUST02653,PROD0088,Clothing,28.48,PROD0004,PROD0108,PROD0126,2,Mobile,Paid,197,0.95,0,4,5,1
SESS000220,CUST00433,PROD0111,Books,67.82,PROD0093,PROD0163,NONE,0,Mobile,Organic,298,0.86,0,31,3,0
SESS000221,CUST01884,PROD0182,Clothing,44.05,PROD0040,PROD0112,PROD0046,0,Desktop,Paid,71,0.97,0,31,4,1
SESS000222,CUST02138,PROD0167,Home,71.77,PROD0070,PROD0158,NONE,0,Mobile,Paid,129,0.51,0,42,3,0
SESS000223,CUST02205,PROD0199,Books,19.6,PROD0124,PROD0120,NONE,2,Mobile,Email,200,1.0,0,37,3,1
SESS000224,CUST01785,PROD0188,Electronics,37.98,PROD0152,PROD0069,PROD0083,3,Desktop,Organic,282,0.59,0,17,5,0
SESS000225,CUST01006,PROD0023,Sports,22.1,PROD0072,PROD0116,NONE,0,Mobile,Social,113,0.28,0,23,3,0
SESS000226,CUST00999,PROD0193,Clothing,134.04,PROD0119,PROD0146,PROD0157,0,Mobile,Email,96,0.62,1,39,4,1
SESS000227,CUST02737,PROD0098,Home,270.5,PROD0087,PROD0008,NONE,2,Desktop,Organic,108,0.39,1,17,3,1
SESS000228,CUST02025,PROD0084,Books,41.3,NONE,NONE,NONE,1,Desktop,Organic,151,0.22,0,5,1,0
SESS000229,CUST00745,PROD0125,Home,78.03,PROD0055,PROD0091,PROD0067,1,Mobile,Paid,9,0.81,0,21,6,0
SESS000230,CUST01395,PROD0072,Sports,65.75,PROD0153,NONE,NONE,3,Tablet,Organic,240,0.78,0,19,2,1
SESS000231,CUST02873,PROD0071,Electronics,31.69,PROD0143,PROD0003,PROD0133,0,Mobile,Paid,207,0.93,0,24,7,0
SESS000232,CUST00783,PROD0022,Clothing,30.7,PROD0062,PROD0185,NONE,1,Desktop,Paid,243,0.62,1,28,3,1
SESS000233,CUST01665,PROD0126,Clothing,135.5,NONE,NONE,NONE,1,Mobile,Direct,151,0.38,0,17,1,1
SESS000234,CUST02275,PROD0195,Home,73.21,PROD0062,NONE,NONE,0,Tablet,Organic,218,0.75,1,16,2,1
SESS000235,CUST02829,PROD0122,Clothing,76.03,NONE,NONE,NONE,0,Mobile,Paid,188,0.58,1,2,1,0
SESS000236,CUST02646,PROD0183,Sports,124.12,PROD0126,PROD0115,PROD0005,0,Mobile,Email,71,0.76,1,40,7,0
SESS000237,CUST00382,PROD0076,Home,40.18,PROD0057,PROD0104,PROD0178,1,Mobile,Social,131,0.9,1,5,4,1
SESS000238,CUST00997,PROD0079,Home,11.6,PROD0170,PROD0149,PROD0095,0,Mobile,Social,79,0.41,0,14,4,0
SESS000239,CUST01939,PROD0142,Books,28.68,PROD0136,PROD0089,NONE,2,Tablet,Organic,70,0.17,0,19,3,0
SESS000240,CUST01743,PROD0191,Electronics,13.98,PROD0141,NONE,NONE,0,Desktop,Organic,115,0.29,1,2,2,1
SESS000241,CUST01355,PROD0091,Clothing,109.72,PROD0180,PROD0117,PROD0070,0,Mobile,Organic,57,0.86,0,27,6,1
SESS000242,CUST01256,PROD0065,Home,29.18,NONE,NONE,NONE,1,Mobile,Organic,35,0.9,0,19,1,0
SESS000243,CUST00945,PROD0031,Home,10.64,PROD0185,NONE,NONE,0,Desktop,Social,57,0.82,0,20,2,0
SESS000244,CUST00789,PROD0081,Books,506.31,PROD0031,PROD0191,PROD0138,0,Mobile,Social,294,0.22,0,18,4,1
SESS000245,CUST02827,PROD0048,Home,113.51,NONE,NONE,NONE,0,Desktop,Organic,158,0.74,0,31,1,0
SESS000246,CUST00785,PROD0056,Sports,178.44,PROD0190,PROD0124,PROD0071,2,Desktop,Paid,161,0.94,1,6,5,1
SESS000247,CUST02968,PROD0151,Sports,30.73,PROD0195,PROD0135,PROD0153,2,Desktop,Direct,145,0.48,0,4,4,0
SESS000248,CUST01160,PROD0026,Home,89.06,PROD0050,NONE,NONE,0,Desktop,Organic,221,0.73,0,23,2,1
SESS000249,CUST01214,PROD0059,Home,82.26,PROD0093,PROD0046,PROD0078,0,Desktop,Social,285,0.37,0,33,4,0
SESS000250,CUST00058,PROD0182,Clothing,44.05,PROD0137,PROD0033,PROD0071,3,Desktop,Organic,32,0.88,0,37,6,1
SESS000251,CUST00187,PROD0014,Sports,32.84,PROD0142,PROD0075,PROD0179,2,Desktop,Social,17,0.47,1,41,4,0
SESS000252,CUST00518,PROD0164,Clothing,119.23,PROD0193,PROD0126,PROD0027,2,Mobile,Social,104,0.71,0,11,6,1
SESS000253,CUST00051,PROD0147,Home,37.46,PROD0073,PROD0121,NONE,0,Mobile,Social,153,0.71,0,18,3,0
SESS000254,CUST01961,PROD0113,Home,30.43,NONE,NONE,NONE,1,Mobile,Organic,58,0.56,0,13,1,0
SESS000255,CUST01396,PROD0048,Home,113.51,PROD0014,NONE,NONE,0,Mobile,Paid,142,0.13,1,24,2,1
SESS000256,CUST01035,PROD0123,Home,88.79,PROD0030,PROD0017,NONE,2,Desktop,Organic,192,0.46,1,29,3,1
SESS000257,CUST01642,PROD0126,Clothing,135.5,PROD0019,NONE,NONE,2,Mobile,Organic,185,0.17,0,28,2,1
SESS000258,CUST02364,PROD0162,Electronics,75.56,PROD0176,PROD0014,PROD0039,0,Mobile,Paid,59,0.57,0,32,5,0
SESS000259,CUST00612,PROD0145,Sports,57.08,PROD0078,PROD0022,PROD0064,3,Mobile,Organic,115,0.71,0,36,5,0
SESS000260,CUST00486,PROD0143,Electronics,232.98,PROD0196,PROD0107,NONE,0,Desktop,Organic,199,0.74,1,22,3,0
SESS000261,CUST02484,PROD0153,Home,53.77,PROD0159,NONE,NONE,0,Mobile,Organic,108,0.95,1,44,2,0
SESS000262,CUST00925,PROD0199,Books,19.6,PROD0134,PROD0098,PROD0116,0,Mobile,Email,63,0.75,0,28,6,0
SESS000263,CUST01814,PROD0077,Electronics,90.69,PROD0151,PROD0110,NONE,3,Desktop,Organic,72,0.45,1,19,3,1
SESS000264,CUST01251,PROD0146,Clothing,57.29,PROD0159,PROD0016,PROD0157,0,Mobile,Direct,51,0.15,1,24,6,0
SESS000265,CUST00407,PROD0196,Electronics,25.74,PROD0054,PROD0161,NONE,0,Tablet,Paid,165,0.96,0,41,3,1
SESS000266,CUST00865,PROD0068,Sports,60.05,PROD0170,PROD0021,PROD0041,0,Mobile,Social,90,0.78,0,5,6,1
SESS000267,CUST00983,PROD0045,Sports,18.55,PROD0142,PROD0020,PROD0041,0,Mobile,Paid,239,0.71,0,6,5,0
SESS000268,CUST00011,PROD0105,Sports,19.18,PROD0116,PROD0177,PROD0153,0,Mobile,Paid,72,0.96,1,44,6,0
SESS000269,CUST01925,PROD0075,Electronics,54.39,PROD0009,PROD0060,PROD0074,0,Tablet,Paid,23,0.26,0,11,5,1
SESS000270,CUST02896,PROD0073,Electronics,62.79,PROD0180,PROD0117,NONE,0,Mobile,Direct,277,0.96,0,29,3,0
SESS000271,CUST00292,PROD0176,Books,37.06,PROD0060,PROD0068,PROD0161,1,Desktop,Organic,98,0.68,1,8,6,1
SESS000272,CUST02416,PROD0170,Electronics,91.75,PROD0051,PROD0109,PROD0030,0,Desktop,Social,78,0.81,0,22,4,0
SESS000273,CUST02231,PROD0058,Clothing,33.27,PROD0166,PROD0039,PROD0069,0,Desktop,Organic,59,0.76,0,42,4,0
SESS000274,CUST00583,PROD0019,Sports,98.57,PROD0016,PROD0043,PROD0079,0,Mobile,Paid,269,0.24,1,13,5,0
SESS000275,CUST02438,PROD0192,Clothing,52.23,NONE,NONE,NONE,1,Mobile,Paid,121,0.13,0,7,1,0
SESS000276,CUST02332,PROD0074,Books,20.63,PROD0113,PROD0032,PROD0120,0,Mobile,Social,86,0.69,0,29,4,1
SESS000277,CUST02821,PROD0078,Books,631.99,PROD0180,PROD0104,NONE,0,Desktop,Organic,109,0.31,1,10,3,1
SESS000278,CUST01116,PROD0129,Clothing,53.37,PROD0139,PROD0127,PROD0113,1,Desktop,Organic,153,0.57,1,4,5,1
SESS000279,CUST00330,PROD0154,Sports,24.48,PROD0011,NONE,NONE,2,Mobile,Direct,136,0.84,1,7,2,1
SESS000280,CUST01770,PROD0189,Sports,65.11,PROD0083,PROD0155,PROD0065,0,Mobile,Organic,275,0.89,0,19,7,1
SESS000281,CUST00106,PROD0024,Electronics,60.8,PROD0059,NONE,NONE,1,Desktop,Organic,28,0.69,0,36,2,0
SESS000282,CUST02762,PROD0148,Home,65.74,PROD0151,PROD0006,PROD0196,0,Mobile,Organic,258,0.59,0,23,5,0
SESS000283,CUST02754,PROD0069,Home,33.75,PROD0148,PROD0011,PROD0196,0,Mobile,Paid,89,0.37,0,10,7,1
SESS000284,CUST00718,PROD0121,Electronics,256.42,PROD0133,PROD0167,NONE,1,Desktop,Email,243,0.47,1,38,3,1
SESS000285,CUST01812,PROD0072,Sports,65.75,PROD0047,PROD0150,NONE,0,Desktop,Direct,51,0.83,1,27,3,0
SESS000286,CUST01786,PROD0163,Home,49.96,PROD0126,PROD0024,NONE,0,Mobile,Paid,206,0.12,0,16,3,0
SESS000287,CUST01926,PROD0090,Home,23.01,NONE,NONE,NONE,0,Mobile,Social,52,0.37,1,22,1,0
SESS000288,CUST01673,PROD0086,Sports,188.15,PROD0083,PROD0172,NONE,0,Mobile,Paid,92,0.24,0,25,3,1
SESS000289,CUST00429,PROD0042,Home,82.32,PROD0085,PROD0106,PROD0178,2,Desktop,Organic,85,0.13,0,39,5,1
SESS000290,CUST02030,PROD0074,Books,20.63,NONE,NONE,NONE,1,Mobile,Social,80,0.7,0,3,1,0
SESS000291,CUST02714,PROD0103,Sports,39.92,PROD0195,PROD0141,PROD0010,0,Mobile,Paid,47,0.86,0,36,4,0
SESS000292,CUST01863,PROD0023,Sports,22.1,PROD0081,PROD0065,NONE,0,Tablet,Paid,172,0.15,0,4,3,0
SESS000293,CUST01325,PROD0030,Books,131.59,PROD0198,PROD0104,NONE,0,Desktop,Organic,47,0.88,0,35,3,1
SESS000294,CUST02108,PROD0001,Sports,22.43,PROD0169,PROD0139,PROD0119,0,Mobile,Direct,118,0.85,1,37,7,1
SESS000295,CUST01693,PROD0014,Sports,32.84,PROD0049,PROD0133,PROD0093,0,Desktop,Organic,287,0.47,1,12,6,1
SESS000296,CUST02551,PROD0194,Home,17.24,PROD0128,PROD0161,PROD0114,0,Desktop,Social,23,0.71,0,33,6,1
SESS000297,CUST00212,PROD0053,Clothing,38.34,PROD0069,PROD0141,PROD0034,1,Mobile,Email,219,0.28,0,20,6,0
SESS000298,CUST01180,PROD0113,Home,30.43,PROD0179,PROD0125,PROD0032,0,Mobile,Organic,61,0.11,0,18,7,0
SESS000299,CUST00119,PROD0162,Electronics,75.56,PROD0156,PROD0062,PROD0182,0,Mobile,Paid,86,0.73,0,28,6,1
SESS000300,CUST00649,PROD0080,Electronics,27.72,PROD0142,NONE,NONE,0,Mobile,Organic,212,0.67,0,10,2,0
SESS000301,CUST00057,PROD0142,Books,28.68,PROD0105,PROD0024,PROD0058,2,Mobile,Paid,24,0.37,0,27,5,0
SESS000302,CUST00465,PROD0119,Books,42.12,PROD0031,PROD0166,PROD0040,0,Desktop,Social,138,0.33,1,30,5,0
SESS000303,CUST02042,PROD0184,Books,62.36,PROD0075,PROD0131,NONE,0,Desktop,Organic,69,0.21,0,36,3,0
SESS000304,CUST02890,PROD0070,Home,27.74,PROD0107,PROD0124,NONE,1,Mobile,Email,102,0.44,0,21,3,0
SESS000305,CUST01935,PROD0063,Home,30.68,PROD0117,PROD0142,PROD0038,2,Mobile,Email,142,0.46,1,9,4,1
SESS000306,CUST01572,PROD0049,Electronics,32.13,PROD0154,NONE,NONE,0,Desktop,Email,58,0.39,1,17,2,1
SESS000307,CUST02082,PROD0192,Clothing,52.23,PROD0035,PROD0018,PROD0071,0,Desktop,Direct,252,0.31,0,4,5,0
SESS000308,CUST01700,PROD0088,Clothing,28.48,NONE,NONE,NONE,1,Desktop,Organic,115,0.76,0,39,1,1
SESS000309,CUST02080,PROD0069,Home,33.75,PROD0001,PROD0073,NONE,0,Mobile,Organic,165,0.71,0,34,3,0
SESS000310,CUST02974,PROD0077,Electronics,90.69,PROD0151,PROD0149,PROD0169,2,Desktop,Direct,81,0.81,0,19,4,1
SESS000311,CUST02006,PROD0039,Home,95.97,PROD0115,PROD0138,NONE,1,Mobile,Email,213,0.93,0,8,3,1
SESS000312,CUST01984,PROD0089,Clothing,90.75,NONE,NONE,NONE,0,Mobile,Paid,191,0.51,0,37,1,1
SESS000313,CUST01362,PROD0142,Books,28.68,PROD0196,NONE,NONE,1,Desktop,Paid,41,0.81,0,36,2,0
SESS000314,CUST02226,PROD0097,Sports,15.67,PROD0117,PROD0083,PROD0049,0,Desktop,Paid,139,0.15,0,13,4,0
SESS000315,CUST02857,PROD0062,Clothing,108.42,PROD0147,PROD0099,PROD0060,1,Mobile,Social,106,0.24,0,14,6,1
SESS000316,CUST01683,PROD0012,Clothing,53.31,PROD0082,PROD0191,NONE,1,Mobile,Social,88,0.5,1,7,3,1
SESS000317,CUST01938,PROD0181,Clothing,3.38,PROD0098,PROD0099,PROD0170,0,Desktop,Paid,65,0.42,1,42,7,0
SESS000318,CUST02671,PROD0039,Home,95.97,PROD0127,PROD0010,PROD0033,0,Mobile,Direct,181,0.56,1,32,5,0
SESS000319,CUST02058,PROD0152,Home,46.03,PROD0085,PROD0026,PROD0113,0,Mobile,Paid,122,0.82,1,35,7,1
SESS000320,CUST00409,PROD0135,Books,100.64,NONE,NONE,NONE,0,Mobile,Paid,169,0.47,1,22,1,0
SESS000321,CUST01872,PROD0004,Clothing,100.88,PROD0185,PROD0037,PROD0105,1,Mobile,Paid,138,0.81,0,40,5,0
SESS000322,CUST02682,PROD0040,Electronics,72.87,PROD0020,NONE,NONE,2,Mobile,Paid,126,0.42,0,32,2,1
SESS000323,CUST01924,PROD0068,Sports,60.05,PROD0087,PROD0160,PROD0178,0,Mobile,Social,250,0.34,0,14,7,0
SESS000324,CUST01629,PROD0167,Home,71.77,PROD0021,PROD0085,PROD0173,1,Desktop,Email,23,0.71,0,9,7,0
SESS000325,CUST02186,PROD0098,Home,270.5,PROD0082,PROD0161,PROD0184,0,Mobile,Organic,97,0.58,0,13,6,0
SESS000326,CUST01999,PROD0139,Electronics,39.29,PROD0010,NONE,NONE,0,Mobile,Organic,273,0.45,1,24,2,1
SESS000327,CUST02530,PROD0018,Sports,57.59,PROD0061,PROD0162,NONE,0,Mobile,Paid,257,0.47,1,17,3,1
SESS000328,CUST02804,PROD0074,Books,20.63,NONE,NONE,NONE,0,Desktop,Direct,97,0.84,1,28,1,1
SESS000329,CUST00932,PROD0192,Clothing,52.23,PROD0024,PROD0112,PROD0026,0,Mobile,Direct,275,0.52,0,14,5,0
SESS000330,CUST02596,PROD0181,Clothing,3.38,PROD0026,PROD0114,PROD0043,0,Desktop,Direct,243,0.59,1,2,6,1
SESS000331,CUST02843,PROD0077,Electronics,90.69,PROD0008,PROD0012,PROD0084,1,Desktop,Organic,24,1.0,0,2,5,1
SESS000332,CUST00230,PROD0076,Home,40.18,PROD0092,PROD0096,NONE,1,Mobile,Paid,136,0.52,1,40,3,0
SESS000333,CUST01765,PROD0038,Sports,16.51,PROD0063,NONE,NONE,1,Desktop,Organic,53,0.44,0,43,2,1
SESS000334,CUST02176,PROD0106,Clothing,11.11,NONE,NONE,NONE,0,Mobile,Organic,299,0.71,1,36,1,1
SESS000335,CUST02319,PROD0175,Books,65.04,PROD0047,PROD0044,PROD0045,0,Mobile,Social,224,0.45,0,7,4,1
SESS000336,CUST00324,PROD0157,Electronics,57.16,PROD0098,PROD0159,PROD0175,2,Desktop,Paid,249,0.67,0,26,4,1
SESS000337,CUST00987,PROD0128,Clothing,64.46,PROD0150,PROD0037,NONE,0,Desktop,Organic,241,0.29,0,8,3,0
SESS000338,CUST00952,PROD0119,Books,42.12,PROD0164,NONE,NONE,1,Mobile,Organic,283,0.69,1,17,2,1
SESS000339,CUST01041,PROD0118,Clothing,50.19,PROD0066,PROD0171,NONE,1,Desktop,Organic,133,0.58,1,38,3,1
SESS000340,CUST00039,PROD0120,Home,83.07,PROD0074,PROD0174,PROD0140,0,Mobile,Social,211,0.8,1,7,6,1
SESS000341,CUST00648,PROD0019,Sports,98.57,NONE,NONE,NONE,0,Mobile,Social,261,0.52,0,12,1,0
SESS000342,CUST01810,PROD0089,Clothing,90.75,NONE,NONE,NONE,2,Desktop,Direct,191,0.56,1,6,1,1
SESS000343,CUST02407,PROD0077,Electronics,90.69,PROD0164,PROD0109,NONE,1,Desktop,Organic,260,0.97,1,8,3,0
SESS000344,CUST02828,PROD0065,Home,29.18,PROD0117,PROD0078,NONE,3,Tablet,Direct,167,0.61,0,10,3,1
SESS000345,CUST00816,PROD0099,Books,61.55,PROD0124,PROD0028,NONE,0,Tablet,Direct,295,0.11,0,21,3,0
SESS000346,CUST00972,PROD0098,Home,270.5,PROD0147,PROD0092,NONE,0,Desktop,Organic,7,0.66,1,15,3,0
SESS000347,CUST02355,PROD0076,Home,40.18,PROD0180,PROD0076,NONE,1,Desktop,Email,65,0.45,0,19,3,1
SESS000348,CUST00090,PROD0169,Books,49.49,PROD0102,PROD0071,PROD0003,1,Desktop,Direct,55,0.5,0,28,5,0
SESS000349,CUST02319,PROD0176,Books,37.06,PROD0200,PROD0191,NONE,2,Mobile,Email,193,0.71,1,14,3,1
SESS000350,CUST00201,PROD0156,Electronics,101.16,PROD0191,PROD0128,PROD0074,1,Tablet,Organic,186,0.35,0,5,7,0
SESS000351,CUST00943,PROD0156,Electronics,101.16,PROD0091,PROD0057,PROD0163,0,Desktop,Organic,213,0.85,0,12,6,1
SESS000352,CUST00779,PROD0159,Books,65.32,PROD0065,PROD0174,PROD0194,1,Desktop,Social,122,0.72,1,43,7,1
SESS000353,CUST02953,PROD0197,Home,79.38,PROD0169,PROD0175,PROD0036,1,Tablet,Direct,296,0.17,1,2,5,1
SESS000354,CUST02574,PROD0025,Electronics,31.77,PROD0161,NONE,NONE,0,Desktop,Social,132,0.65,0,29,2,0
SESS000355,CUST02648,PROD0011,Books,43.18,PROD0080,PROD0113,PROD0009,1,Desktop,Paid,260,0.82,1,27,5,1
SESS000356,CUST02374,PROD0094,Clothing,67.07,PROD0188,PROD0034,PROD0024,1,Desktop,Social,226,0.22,0,8,7,1
SESS000357,CUST01209,PROD0084,Books,41.3,PROD0192,PROD0107,PROD0045,0,Mobile,Social,15,0.81,0,42,6,1
SESS000358,CUST00823,PROD0034,Clothing,27.8,PROD0139,NONE,NONE,0,Mobile,Organic,275,0.23,1,24,2,0
SESS000359,CUST01499,PROD0136,Home,22.45,PROD0129,PROD0070,NONE,0,Tablet,Paid,97,0.31,0,23,3,1
SESS000360,CUST00674,PROD0066,Clothing,42.2,PROD0124,PROD0076,PROD0192,0,Mobile,Social,90,0.91,1,32,4,1
SESS000361,CUST01388,PROD0030,Books,131.59,PROD0120,NONE,NONE,1,Tablet,Organic,15,0.61,1,22,2,1
SESS000362,CUST00309,PROD0037,Books,35.6,PROD0194,PROD0058,NONE,0,Desktop,Paid,149,0.5,1,24,3,1
SESS000363,CUST02771,PROD0186,Clothing,56.81,NONE,NONE,NONE,0,Desktop,Organic,93,0.62,1,34,1,0
SESS000364,CUST02763,PROD0102,Sports,23.05,PROD0143,PROD0094,PROD0024,3,Desktop,Organic,44,0.43,0,39,5,0
SESS000365,CUST01617,PROD0004,Clothing,100.88,PROD0068,PROD0138,PROD0032,1,Desktop,Paid,253,0.87,0,44,6,1
SESS000366,CUST01863,PROD0095,Sports,86.2,PROD0173,PROD0192,PROD0068,2,Mobile,Social,233,0.56,1,40,5,0
SESS000367,CUST02395,PROD0098,Home,270.5,NONE,NONE,NONE,1,Desktop,Paid,191,0.23,0,39,1,1
SESS000368,CUST02616,PROD0096,Sports,135.43,PROD0028,PROD0173,PROD0060,1,Mobile,Organic,204,0.6,0,34,6,0
SESS000369,CUST01932,PROD0007,Electronics,7.76,NONE,NONE,NONE,1,Mobile,Email,259,0.4,1,12,1,1
SESS000370,CUST02538,PROD0144,Electronics,75.46,PROD0084,PROD0157,PROD0057,0,Mobile,Paid,17,0.66,0,20,7,1
SESS000371,CUST02653,PROD0017,Clothing,37.74,NONE,NONE,NONE,0,Mobile,Organic,277,0.36,0,36,1,0
SESS000372,CUST02603,PROD0119,Books,42.12,PROD0180,PROD0078,PROD0167,2,Tablet,Social,233,0.52,1,26,7,1
SESS000373,CUST01673,PROD0030,Books,131.59,PROD0036,PROD0012,PROD0010,3,Mobile,Paid,100,0.44,1,17,6,1
SESS000374,CUST01247,PROD0127,Books,37.0,PROD0030,PROD0025,NONE,1,Desktop,Social,205,0.52,1,17,3,1
SESS000375,CUST00962,PROD0138,Books,737.44,PROD0035,PROD0100,PROD0117,3,Desktop,Organic,48,0.12,0,9,6,1
SESS000376,CUST01520,PROD0172,Electronics,63.54,NONE,NONE,NONE,1,Mobile,Social,76,0.93,1,14,1,0
SESS000377,CUST02853,PROD0139,Electronics,39.29,PROD0108,PROD0151,NONE,1,Mobile,Organic,225,0.87,1,39,3,0
SESS000378,CUST02977,PROD0040,Electronics,72.87,NONE,NONE,NONE,0,Mobile,Organic,143,0.36,0,8,1,1
SESS000379,CUST01700,PROD0168,Sports,244.92,PROD0026,PROD0126,PROD0158,1,Mobile,Social,32,0.86,1,17,6,0
SESS000380,CUST01672,PROD0072,Sports,65.75,PROD0009,PROD0177,PROD0095,3,Desktop,Organic,62,0.74,1,43,4,1
SESS000381,CUST00890,PROD0114,Electronics,19.61,PROD0114,PROD0061,PROD0093,0,Tablet,Organic,288,0.33,0,35,6,0
SESS000382,CUST00407,PROD0176,Books,37.06,PROD0095,NONE,NONE,2,Tablet,Organic,141,0.32,1,16,2,1
SESS000383,CUST02231,PROD0166,Books,34.93,PROD0092,PROD0016,NONE,0,Mobile,Paid,122,0.7,1,34,3,0
SESS000384,CUST01631,PROD0071,Electronics,31.69,PROD0049,PROD0032,NONE,1,Desktop,Direct,117,0.11,0,5,3,0
SESS000385,CUST01863,PROD0024,Electronics,60.8,PROD0170,NONE,NONE,2,Mobile,Paid,136,0.38,1,31,2,1
SESS000386,CUST00869,PROD0165,Clothing,18.5,NONE,NONE,NONE,2,Mobile,Organic,120,0.21,1,21,1,0
SESS000387,CUST02620,PROD0153,Home,53.77,PROD0006,PROD0013,PROD0086,1,Mobile,Paid,74,0.91,0,15,6,0
SESS000388,CUST00998,PROD0033,Clothing,29.26,PROD0145,PROD0053,NONE,0,Desktop,Email,155,0.73,0,28,3,1
SESS000389,CUST00282,PROD0196,Electronics,25.74,PROD0142,PROD0054,PROD0151,1,Tablet,Organic,241,0.17,0,11,5,1
SESS000390,CUST00885,PROD0060,Home,84.33,NONE,NONE,NONE,1,Desktop,Organic,34,0.88,0,2,1,0
SESS000391,CUST01346,PROD0199,Books,19.6,PROD0038,NONE,NONE,1,Desktop,Social,107,0.97,0,28,2,1
SESS000392,CUST02442,PROD0001,Sports,22.43,NONE,NONE,NONE,0,Mobile,Organic,44,0.99,0,12,1,1
SESS000393,CUST01136,PROD0038,Sports,16.51,NONE,NONE,NONE,0,Desktop,Direct,103,0.42,0,15,1,0
SESS000394,CUST00533,PROD0139,Electronics,39.29,PROD0065,PROD0045,PROD0029,0,Mobile,Organic,82,0.92,0,17,6,1
SESS000395,CUST02708,PROD0007,Electronics,7.76,PROD0034,PROD0004,PROD0092,0,Mobile,Paid,249,0.28,0,27,5,0
SESS000396,CUST00975,PROD0151,Sports,30.73,PROD0083,NONE,NONE,2,Mobile,Paid,24,0.32,1,34,2,0
SESS000397,CUST00065,PROD0045,Sports,18.55,PROD0068,PROD0014,PROD0033,0,Mobile,Direct,48,0.2,0,14,5,0
SESS000398,CUST01725,PROD0135,Books,100.64,PROD0030,PROD0191,PROD0017,0,Desktop,Organic,126,0.85,1,19,4,0
SESS000399,CUST01951,PROD0115,Sports,77.87,PROD0200,PROD0093,NONE,0,Mobile,Organic,145,0.58,0,1,3,1
SESS000400,CUST02103,PROD0152,Home,46.03,PROD0028,PROD0116,NONE,0,Mobile,Organic,194,0.24,0,40,3,0
SESS000401,CUST02064,PROD0057,Home,97.74,PROD0158,PROD0012,PROD0187,1,Desktop,Organic,205,0.38,1,8,7,1
SESS000402,CUST02699,PROD0134,Sports,210.7,PROD0078,PROD0118,NONE,0,Mobile,Paid,234,0.58,1,16,3,0
SESS000403,CUST02636,PROD0008,Sports,88.48,PROD0016,PROD0123,PROD0103,0,Desktop,Direct,126,0.31,0,23,5,0
SESS000404,CUST01747,PROD0176,Books,37.06,PROD0028,NONE,NONE,0,Mobile,Paid,233,0.91,0,15,2,0
SESS000405,CUST02009,PROD0183,Sports,124.12,NONE,NONE,NONE,1,Desktop,Direct,218,0.84,0,43,1,1
SESS000406,CUST01817,PROD0019,Sports,98.57,PROD0021,PROD0083,NONE,1,Mobile,Social,80,0.69,1,13,3,1
SESS000407,CUST02492,PROD0038,Sports,16.51,PROD0017,PROD0033,PROD0071,0,Tablet,Organic,51,0.55,1,19,5,0
SESS000408,CUST02558,PROD0163,Home,49.96,PROD0150,NONE,NONE,2,Mobile,Paid,98,0.19,0,25,2,0
SESS000409,CUST02247,PROD0183,Sports,124.12,PROD0084,PROD0098,NONE,0,Desktop,Organic,218,0.98,0,35,3,1
SESS000410,CUST02447,PROD0136,Home,22.45,PROD0076,NONE,NONE,0,Desktop,Direct,276,0.62,0,42,2,1
SESS000411,CUST01859,PROD0130,Clothing,13.83,PROD0155,PROD0111,NONE,0,Desktop,Organic,80,0.43,0,44,3,1
SESS000412,CUST00407,PROD0180,Clothing,83.8,PROD0030,PROD0168,PROD0167,1,Mobile,Paid,195,0.44,0,15,7,1
SESS000413,CUST02259,PROD0185,Clothing,64.23,PROD0056,PROD0111,PROD0116,0,Mobile,Direct,296,0.84,1,17,7,1
SESS000414,CUST00936,PROD0106,Clothing,11.11,PROD0087,PROD0117,PROD0103,0,Mobile,Organic,274,0.78,0,12,5,0
